run,type,module,name,attrname,attrvalue,vectime,vecvalue
General-43-20260718-16:49:45-5631,runattr,,,configname,General,,
General-43-20260718-16:49:45-5631,runattr,,,datetime,20260718-16:49:45,,
General-43-20260718-16:49:45-5631,runattr,,,datetimef,20260718-164945,,
General-43-20260718-16:49:45-5631,runattr,,,experiment,General,,
General-43-20260718-16:49:45-5631,runattr,,,inifile,Test_MLModel_4.ini,,
General-43-20260718-16:49:45-5631,runattr,,,iterationvars,"$myraan=205, $0=42781",,
General-43-20260718-16:49:45-5631,runattr,,,iterationvarsd,myraan=205/42781,,
General-43-20260718-16:49:45-5631,runattr,,,iterationvarsf,"myraan=205,42781-",,
General-43-20260718-16:49:45-5631,runattr,,,measurement,"$myraan=205, $0=42781",,
General-43-20260718-16:49:45-5631,runattr,,,network,Florasat.Test_Individual.Florasat_Individual_Sats,,
General-43-20260718-16:49:45-5631,runattr,,,processid,5631,,
General-43-20260718-16:49:45-5631,runattr,,,repetition,3,,
General-43-20260718-16:49:45-5631,runattr,,,replication,#3,,
General-43-20260718-16:49:45-5631,runattr,,,resultdir,results,,
General-43-20260718-16:49:45-5631,runattr,,,runnumber,43,,
General-43-20260718-16:49:45-5631,runattr,,,seedset,43,,
General-43-20260718-16:49:45-5631,itervar,,,myraan,205,,
General-43-20260718-16:49:45-5631,config,,,*.stats_altitude,670,,
General-43-20260718-16:49:45-5631,config,,,*.stats_raan,185,,
General-43-20260718-16:49:45-5631,config,,,image-path,../../images:../../../../samples/inet4.5_2/images,,
General-43-20260718-16:49:45-5631,config,,,network,Florasat.Test_Individual.Florasat_Individual_Sats,,
General-43-20260718-16:49:45-5631,config,,,rng-class,cMersenneTwister,,
General-43-20260718-16:49:45-5631,config,,,*.**.result-recording-modes,-,,
General-43-20260718-16:49:45-5631,config,,,**.result-recording-modes,-,,
General-43-20260718-16:49:45-5631,config,,,**.statistic-recording,true,,
General-43-20260718-16:49:45-5631,config,,,**.scalar-recording,true,,
General-43-20260718-16:49:45-5631,config,,,**.vector-recording,true,,
General-43-20260718-16:49:45-5631,config,,,**.vector-record-eventnumbers,true,,
General-43-20260718-16:49:45-5631,config,,,repeat,10,,
General-43-20260718-16:49:45-5631,config,,,seed-0-mt,42781,,
General-43-20260718-16:49:45-5631,config,,,sim-time-limit,749s,,
